Index,Latitude,Longitude,2010,2011,2012,2013,2014,2015,2016,2017,Vals
13,24.66818,72.36657,0.405263782,0.146914423,0.168368369,0.251682848,0.180468485,0.131804183,0.170855775,0.177586645,0
46,24.50698,72.68507,1.185710669,0.290858418,0.163014114,1.161735535,0.208936796,0.528838873,0.536449432,0.413164586,0
66,24.42638,73.08319,6.119395733,5.490049839,4.758146286,5.326426506,5.659874439,7.116559029,6.31090641,8.807272911,0
141,24.18458,73.16282,1.337944508,0.465038896,1.046370625,0.816510975,1.148607731,1.537455916,1.359749794,1.382446408,0
194,24.02338,73.32207,3.236967087,2.844021082,2.27288413,2.228811741,0.946101964,4.921449184,0.822723806,2.523113728,0
275,23.86218,73.40169,9.228363991,9.073040009,8.097032547,8.186309814,8.141933441,8.632602692,8.121600151,9.273702621,0
281,23.78158,70.53519,0.011711864,0.001663471,0.006911261,0.001770053,0.001503023,0.001763736,0.001619598,0.00239406,0
321,23.70098,70.45556,4.431401253,2.432492495,2.891938925,5.483698368,0.934503734,5.259974003,4.61222887,4.614496708,0
359,23.70098,73.56094,0.190745652,0.163265914,0.1310056,0.1310056,0.1310056,0.163265914,0.195222959,0.190745652,0
398,23.62038,73.24244,79.16362,78.22467804,70.64988708,69.2800293,72.69419861,82.18496704,65.41222382,82.62365723,0
415,23.53978,70.21669,0.689596176,0.314689636,0.475191981,0.117851339,0.266999155,0.196204498,0.127630338,0.15666011,0
457,23.45918,68.94269,1.70851326,0.242665291,1.008206725,0.258213341,0.219259247,0.257291764,0.236265078,0.349242717,0
489,23.45918,72.04807,159.7627106,146.3091431,129.1994476,140.4888153,134.9545746,138.4252472,133.7094574,139.0912933,0
548,23.37858,71.96844,301.8441772,256.1147766,186.1171112,249.5913696,209.697937,264.9597778,186.5276489,206.9675598,0
549,23.37858,72.04807,250.3704987,192.8542023,172.6116791,195.8317719,162.7509003,226.8283386,173.8966675,187.7396393,0
550,23.37858,72.12769,269.877533,193.8985443,186.5228882,203.1256409,177.1085815,237.5509644,205.9143524,206.8257141,0
551,23.37858,72.20732,314.082428,233.0906677,219.0492096,217.6958771,198.7264099,260.2120972,232.000412,213.789444,0
552,23.37858,72.28694,212.4552002,188.8846588,170.9932251,173.2878113,196.9194641,187.5475464,201.1053772,229.118927,0
586,23.29797,69.65931,6.415745735,3.026269436,1.695042968,4.571864605,3.425441265,4.318501949,4.182358265,3.887765646,0
589,23.29797,69.89819,82.18483734,46.43418884,45.0166626,102.1307144,31.09937859,75.4606781,91.25684357,83.7279129,0
608,23.29797,71.96844,262.1160889,222.5240021,183.0608826,224.1013641,186.5998993,249.1157227,197.3006134,209.3593445,0
609,23.29797,72.04807,267.5759583,215.649826,188.7411194,218.5197754,184.9294434,240.1449585,188.3086548,193.3730621,0
610,23.29797,72.12769,231.5281525,191.8861389,174.6985626,192.7408752,152.2470551,217.4905243,168.6984711,168.8664246,0
611,23.29797,72.20732,288.6418457,255.9825745,216.984848,211.2841492,209.1642609,240.3140564,200.2620697,184.9281464,0
633,23.29797,73.95907,24.54720688,15.63910294,13.78246117,16.36507607,14.4283905,17.9836235,20.84194183,23.98165703,0
642,23.21737,69.18156,22.47472954,7.46629858,7.136888027,26.71969986,7.136963844,44.4011116,25.98530197,23.31852913,0
669,23.21737,71.41106,1.00245297,0.35310939,0.319193035,0.352771312,0.225651294,0.243082032,0.241874501,1.036207318,0
674,23.21737,71.96844,325.4849548,302.8519592,183.7397766,264.0907288,262.5470581,318.007019,228.6752319,296.0748291,0
675,23.21737,72.04807,364.7708435,282.5802307,252.6322632,290.9772034,251.0212402,320.8144836,237.0482635,251.8404083,0
676,23.21737,72.12769,231.277359,188.9065704,171.3700714,183.2723541,156.2097321,203.539093,183.3478546,174.0613861,0
701,23.21737,74.11832,11.29399014,6.598361015,7.323065758,12.2780323,6.701922894,10.94410992,9.970528603,9.988208771,0
702,23.21737,74.19794,0.938271224,0.700667024,0.871422887,0.813704491,0.533563375,1.014115453,0.804952741,0.836564422,0
703,23.21737,74.27757,0.765833914,0.60398519,0.725488424,0.690946758,0.4116337,0.95967412,0.690154612,0.697319686,0
710,23.13677,69.18156,14.00211239,4.651622772,4.446394444,16.64679718,4.44644165,27.66259766,16.18925476,14.52781391,0
743,23.13677,71.96844,273.7558899,237.8246918,196.4698792,223.6683502,210.4526672,266.7528687,244.6283417,237.4181671,0
744,23.13677,72.04807,290.4646301,236.5783539,213.9737091,244.213089,209.2628937,265.3032532,221.29422,229.67276,0
