Index,Latitude,Longitude,2010,2011,2012,2013,2014,2015,2016,2017,Vals
4,24.66818,71.64994,14.6533699,19.32752419,21.92814445,17.89958572,19.53403473,19.16579056,16.53131485,26.08688545,6
11,24.66818,72.20732,3.416373968,2.891346216,3.826416016,3.098782063,6.333014011,4.840425491,4.729420662,7.909708977,6
27,24.58758,72.28694,19.92323303,43.96218491,30.96070862,28.95754051,42.31676865,34.80891418,27.09572029,41.31939697,6
36,24.50698,71.80919,136.3761597,153.3920288,148.2762909,142.3541718,203.7337341,169.9274139,166.2753143,155.4946289,6
67,24.42638,73.16282,0.386530042,0.374552101,0.382144392,0.341405749,0.429923296,0.409600526,0.384940833,0.482097477,6
89,24.34578,73.16282,8.164513588,7.850216866,7.618523598,6.450620174,8.751590729,8.500757217,7.925868988,10.19478226,6
90,24.34578,73.24244,0.111496143,0.108491041,0.122955076,0.121985063,0.132167965,0.122253537,0.119215943,0.135203227,6
116,24.26518,73.24244,0.022565609,0.021957409,0.024884773,0.024688452,0.026749361,0.02474279,0.024128012,0.027363665,6
165,24.10398,73.08319,60.84778595,55.7368927,66.85637665,53.18182373,71.14476776,72.0239563,56.78524017,88.99315643,6
166,24.10398,73.16282,18.50143433,15.85210419,18.72842216,17.61686134,18.44279099,33.88718033,18.57211113,45.3204689,6
167,24.10398,73.24244,0.056774892,0.064084746,0.142254949,0.154933393,0.159260422,0.161367342,0.113708384,0.182901353,6
169,24.02338,71.33144,17.64712143,10.63351345,13.5330286,13.94803047,24.39400864,22.03995705,10.34274769,14.67100716,6
171,24.02338,71.49069,64.06253815,74.04875183,76.99287415,67.34507751,85.97138977,77.69321442,80.97315979,100.866188,6
189,24.02338,72.92394,51.21702576,65.72858429,58.80121613,50.2612915,67.46961975,68.05503845,57.79403687,81.55654907,6
190,24.02338,73.00357,143.1551208,186.425705,164.8046417,146.0496826,193.8048706,190.7437744,163.2382813,247.2981262,6
191,24.02338,73.08319,104.7253799,152.0772095,128.8966522,112.0930023,158.7171326,149.0122681,132.4516449,212.3317413,6
208,23.94278,71.33144,56.17055893,73.61203003,64.96041107,56.79146576,98.01053619,89.08625793,62.6873703,61.5025177,6
209,23.94278,71.41106,62.24466324,76.02780151,65.91744995,59.12537003,86.09640503,72.21533203,73.52214813,63.92142868,6
210,23.94278,71.49069,64.85971069,81.29608154,84.63939667,56.86529541,99.68264008,82.14568329,56.83067322,52.99069595,6
211,23.94278,71.57031,100.4975281,95.38343048,121.6013107,90.68237305,132.7329407,113.3448944,86.20354462,72.32417297,6
212,23.94278,71.64994,259.8173523,246.3909302,299.0232849,244.5415192,364.3587341,294.2783508,225.2473145,204.9458618,6
217,23.94278,72.04807,166.440506,166.2261658,176.1655121,142.68396,218.5148926,186.4999237,152.0676575,67.24033356,6
221,23.94278,72.36657,148.6729584,158.0491333,162.4886322,189.2000427,193.2610168,173.1329498,165.5124817,153.4342041,6
227,23.94278,72.84432,72.80567932,95.17203522,80.67860413,65.72058105,92.54569244,105.9428482,87.95175171,118.9479828,6
228,23.94278,72.92394,128.1355286,153.9808197,143.2866974,125.8085938,163.0684204,173.3945618,138.9411163,188.521225,6
229,23.94278,73.00357,192.5388336,287.4446716,225.7077026,182.4958801,276.5028687,261.2190857,239.0116425,323.9016418,6
232,23.94278,73.24244,16.00311089,16.27012634,14.75140476,13.0692091,16.05644989,19.05258942,13.25852489,27.70331192,6
248,23.86218,71.25181,17.61505318,22.831604,23.38399124,4.996955395,26.5044632,25.5143528,3.558437347,7.491044998,6
249,23.86218,71.33144,71.4821701,109.217308,96.29673004,73.81874847,124.2589722,105.65625,69.39807129,75.23764801,6
250,23.86218,71.41106,53.47851181,73.19567108,68.54610443,53.79641724,80.90531921,75.02729797,55.02125168,60.54356384,6
251,23.86218,71.49069,70.15128326,102.2947922,81.74542236,96.73335266,110.840332,97.87644958,98.81334686,88.65774536,6
252,23.86218,71.57031,154.5858154,216.778183,192.2234192,142.9654846,212.9104156,206.090683,124.5403061,87.35764313,6
257,23.86218,71.96844,211.9728546,207.7359619,237.9701996,243.5586853,284.9190674,241.5025177,251.2525177,147.6826172,6
