Index,Latitude,Longitude,2010,2011,2012,2013,2014,2015,2016,2017,Vals
14,24.58758,71.25181,0.378063947,1.557207942,0.267737508,0.703203917,0.31915012,0.268467546,0.407948494,0.952278614,3
28,24.58758,72.36657,6.596181393,9.022956848,3.97533679,4.651710987,5.451403141,4.558710575,3.248904228,4.003596783,3
45,24.50698,72.60544,0.40073213,0.065354608,0.041595265,0.592068553,0.059261009,0.102406286,0.109720692,0.709676743,3
64,24.42638,72.68507,13.23116207,12.37281322,8.35128212,13.30931377,11.64479828,6.786065578,7.286772728,10.78946877,3
203,23.94278,70.77406,0.011721482,0.012694484,0.010915131,0.013507845,0.011470051,0.013459636,0.012359673,0.018269841,3
204,23.94278,70.85369,0.016251691,0.017600747,0.015133696,0.018728463,0.015903084,0.01866162,0.017136535,0.02533091,3
286,23.78158,71.09256,8.828577042,12.28658485,6.934856415,15.9419241,10.52268219,11.60090828,11.67261791,17.49132538,3
328,23.70098,71.09256,0.51743269,0.493104339,0.451083779,1.745112538,0.515822709,0.525681436,0.528698087,2.04457736,3
329,23.70098,71.17219,0.331065983,0.31550014,0.288614362,1.116565466,0.330035895,0.336343735,0.338273913,1.308170319,3
507,23.45918,73.48132,125.8469162,131.2967987,122.5461731,122.5461731,122.5461731,131.2967987,101.5780334,125.8469162,3
523,23.37858,69.42044,0.000178774,0.002207621,0.000480684,0.002569407,0.000154679,7.17e-05,0.000151418,0.000190697,3
582,23.29797,69.34081,5.798406124,8.744054794,6.966900349,17.93415642,5.878986835,10.94856834,4.924254894,8.164790154,3
647,23.21737,69.57969,77.24226379,58.1603241,43.56464386,74.34352875,88.1741333,18.77895546,68.6463623,61.65220261,3
667,23.21737,71.25181,3.199150324,3.161667824,2.754117966,3.395810366,3.366780281,3.120717525,1.95691669,3.232904673,3
668,23.21737,71.33144,11.51117134,9.179647446,6.937897205,9.453778267,8.872004509,8.617143631,5.764555454,11.7626915,3
670,23.21737,71.64994,16.40864563,12.79615498,7.03433466,16.90236855,10.3070507,11.72042751,13.0228138,16.72386742,3
704,23.13677,68.70381,2.332329512,1.361794472,0.619519711,1.840394735,1.531255722,0.289192915,1.495187283,1.467637062,3
715,23.13677,69.57969,25.67206383,16.4968586,8.63927269,21.08097839,18.52688026,3.470052481,19.95226479,25.4632473,3
721,23.13677,70.05744,23.00204086,16.04066658,10.73720646,22.10767746,17.29975891,7.861394405,20.18612099,23.21541214,3
918,22.89497,70.45556,10.27786732,12.14272022,1.313709617,16.5588398,9.947784424,7.775346279,2.573230028,16.21451187,3
920,22.89497,70.61481,518.5483398,582.5865479,444.5749512,583.9793091,638.4232788,534.7383423,297.7115479,744.1251221,3
937,22.89497,71.96844,93.48408508,91.0969162,51.6557045,87.84072113,77.47380829,74.88866425,72.76942444,113.3588333,3
979,22.81437,70.37594,3.695520163,4.174677372,0.429493964,5.612828732,3.558679342,2.905058146,0.947439671,6.053143978,3
981,22.81437,70.53519,360.1481018,449.1546021,56.60076904,560.3392944,458.5003052,356.0932617,119.4687195,741.0541992,3
989,22.81437,71.17219,129.6945953,120.8572845,72.48445892,115.1138916,109.9241104,121.0031357,84.9239502,132.3036804,3
1035,22.73377,70.45556,235.1067963,269.3348389,47.19779968,358.2723999,310.4506226,266.7818909,85.21504974,434.3818359,3
1036,22.73377,70.53519,322.8443909,387.6295471,56.54857254,507.9083557,408.7106934,351.1203613,110.556366,657.6609497,3
1046,22.73377,71.33144,175.173996,173.515686,68.79570007,173.3380127,151.3265228,164.3556671,117.3914719,181.2194519,3
1061,22.73377,72.52582,157.6261902,164.3152313,144.5329285,155.4052734,139.3588257,134.3965454,150.7451935,149.8968811,3
1086,22.65317,70.21669,15.6011591,17.9140377,4.141412258,26.52385139,19.96614838,15.27991867,5.187153339,30.65944672,3
1087,22.65317,70.29631,158.6404724,199.5556946,32.98054504,246.0935364,196.650589,153.8396454,58.03178787,300.553894,3
1091,22.65317,70.61481,335.8587952,329.3979797,220.6255035,359.4836426,336.3031921,277.7076416,159.9273834,450.5507507,3
1141,22.57257,70.21669,145.8600006,180.8610687,36.40536118,237.5181122,186.1962128,179.151001,57.50144958,295.4788818,3
