Index,Latitude,Longitude,2010,2011,2012,2013,2014,2015,2016,2017,Vals
18,24.58758,71.57031,140.0259857,143.6766205,105.671814,105.9449081,175.587204,114.8936386,119.6863556,167.4338837,4
55,24.42638,71.96844,134.515976,147.6309814,111.7145538,112.1261444,166.823822,127.7519913,122.0452118,118.2251968,4
63,24.42638,72.60544,30.51318932,24.93689728,16.44616127,22.35824394,32.88882446,13.4871397,17.03986931,27.44405746,4
109,24.26518,72.68507,24.74891472,14.15715313,9.91640377,11.20400333,23.69096184,17.88263893,4.428684711,4.934292316,4
140,24.18458,73.08319,8.969090462,8.875325203,7.554305077,6.493265629,9.218031883,9.547883987,7.999215126,10.64581394,4
142,24.10398,71.25181,1.460566998,0.60218817,0.5735659,0.615458906,1.250152588,0.924794078,0.124872155,0.149366528,4
153,24.10398,72.12769,137.2093353,148.6614227,126.4198761,118.9100876,197.6619873,135.8282318,148.483902,155.6689911,4
158,24.10398,72.52582,176.3327942,138.8476105,143.6248016,134.3530884,217.7938385,150.0684662,154.5346527,158.7888031,4
168,24.02338,71.25181,0.492370903,0.158731967,0.192837179,0.248353437,0.532613754,0.457545578,0.227265343,0.29273501,4
178,24.02338,72.04807,150.4431,134.6263275,131.1772919,125.3861847,185.4704895,140.8868561,129.9441833,175.7979279,4
179,24.02338,72.12769,166.755249,150.7717743,143.1118011,143.4872131,199.3234558,175.9895935,151.2842712,158.5068817,4
181,24.02338,72.28694,188.7124481,197.035553,175.4804535,186.8496552,246.8750305,185.7215424,189.4533081,122.1563416,4
188,24.02338,72.84432,11.6736002,9.498497009,6.039274693,8.326727867,13.97561169,9.458246231,10.80574608,11.97006607,4
218,23.94278,72.12769,188.7158966,183.9277039,179.5925598,208.5943756,243.2590485,178.3708344,200.9892578,119.0145569,4
223,23.94278,72.52582,138.416687,165.4551849,140.4981537,143.6228485,162.1951447,149.5597839,148.5562744,166.2967377,4
247,23.86218,71.17219,4.732085228,6.278333664,4.092348576,4.438004971,5.051578522,5.368910313,4.724106789,1.610118508,4
264,23.86218,72.52582,133.4733887,156.7036591,131.1030884,136.2502899,155.7661896,141.4935455,142.8155975,151.2922974,4
339,23.70098,71.96844,196.6701965,266.5172119,194.8467255,223.3239746,247.6314087,220.4295959,229.67276,168.83078,4
383,23.62038,72.04807,160.8808899,216.2588348,145.644516,146.2616272,192.0903625,178.0321503,174.7042694,113.1604919,4
385,23.62038,72.20732,167.1256866,183.1036224,149.448349,159.7331696,190.7813263,159.7188721,151.6756897,100.348671,4
388,23.62038,72.44619,184.5667267,189.0894775,161.7143555,154.5106812,221.055481,163.6920624,186.308197,213.0447235,4
429,23.53978,71.64994,112.7158051,126.9580765,95.32515717,89.15316772,137.9104309,143.6956329,97.94374084,154.2282715,4
483,23.45918,71.57031,90.69308472,133.9493256,76.56237793,92.26069641,148.4356842,154.457489,115.1711884,141.4515686,4
484,23.45918,71.64994,312.2455139,334.3095703,131.818634,268.5340576,304.769928,307.3411865,229.9771881,352.3926392,4
485,23.45918,71.72956,233.4645386,264.8623657,139.05159,217.0254364,289.4909363,270.4874573,225.9707336,268.7296143,4
486,23.45918,71.80919,138.9672089,151.3861542,114.180748,98.64790344,160.0334778,154.8143463,114.4711914,144.1644592,4
487,23.45918,71.88882,343.4774475,364.4580078,160.6631927,268.1372986,348.6192017,376.3467102,291.6817017,398.363739,4
488,23.45918,71.96844,239.1828461,270.8702698,122.7757416,228.0382385,243.8487244,271.4693909,213.3840179,268.494812,4
536,23.37858,70.45556,90.22322083,79.21045685,64.03822327,87.65493011,90.79816437,81.05030823,77.43725586,86.33453369,4
543,23.37858,71.57031,14.91664886,20.1088562,7.163535118,7.954972267,18.26254845,20.24607277,13.82527733,21.22160912,4
544,23.37858,71.64994,221.5453644,282.440033,105.9611816,180.6261902,248.9682159,269.1396484,186.9603271,275.5908203,4
545,23.37858,71.72956,241.4381561,277.2468567,106.4602432,217.0912781,245.7851563,268.5639343,192.8010101,270.2583008,4
546,23.37858,71.80919,429.1898499,462.2333984,186.2039642,407.0192566,412.0370483,447.371521,323.3489685,481.6451416,4
547,23.37858,71.88882,464.8289185,458.4944763,222.9684448,399.0417786,412.019165,455.6558228,337.0516968,460.8876953,4
585,23.29797,69.57969,5.623473167,4.285134792,1.281462193,2.912772179,5.870256424,0.52158761,2.286582947,2.051666021,4
