Index,Latitude,Longitude,2010,2011,2012,2013,2014,2015,2016,2017,Vals
0,24.66818,71.33144,8.475744247,8.86856842,9.202180862,6.023069859,10.78837395,6.647324562,7.387925148,5.180296421,1
2,24.66818,71.49069,44.83163452,66.11116791,56.98225784,53.00373459,70.91790771,42.51711655,59.18162918,73.20323181,1
3,24.66818,71.57031,59.97441864,80.82130432,78.95654297,63.16056061,93.51392365,70.20317078,74.53672028,101.0673523,1
5,24.66818,71.72956,17.41663933,35.81100082,26.00382614,27.34848213,29.59926796,22.02611351,23.59261703,41.74900055,1
6,24.66818,71.80919,23.56865692,37.37121582,38.29854965,27.83802223,40.77996063,32.0148735,37.77179718,55.00392914,1
7,24.66818,71.88882,48.34523392,91.21583557,91.90634155,41.12175369,57.26641083,60.26341248,72.29115295,29.41161346,1
8,24.66818,71.96844,58.78428268,50.20689774,60.70732117,37.59899902,59.46213913,38.78831482,31.31279564,37.49700928,1
9,24.66818,72.04807,67.90737915,68.37599945,87.02667999,54.60224152,78.11812592,44.79618835,36.00815201,52.54997635,1
10,24.66818,72.12769,8.916523933,16.67988586,21.61880493,13.55043888,15.40336704,7.133224964,7.731999874,9.861409187,1
15,24.58758,71.33144,45.17411041,67.93484497,58.22631454,35.26721954,55.58983994,34.76856995,29.41272354,26.50906563,1
17,24.58758,71.49069,139.3889465,161.7566071,149.984787,132.1486206,205.1426392,130.5792084,128.6074066,153.9760895,1
19,24.58758,71.64994,51.76260757,91.46440125,90.00948334,58.49711609,83.19333649,64.63090515,60.41845703,89.41933441,1
20,24.58758,71.72956,61.17729568,133.0115051,81.56877899,79.95115662,116.4289169,78.07914734,82.89323425,127.0603485,1
21,24.58758,71.80919,84.54468536,124.8478928,101.5861816,89.92281342,140.8546295,96.98707581,90.87753296,126.2838364,1
22,24.58758,71.88882,99.1736145,159.4914398,106.4774933,91.88571167,130.869339,106.9669266,116.8996277,101.8238525,1
23,24.58758,71.96844,150.2328644,181.6248169,151.1966553,113.5439758,160.2637329,107.7620239,109.9925232,111.148941,1
24,24.58758,72.04807,144.6105194,175.1475525,146.9933624,116.3193054,180.7384644,121.2385254,87.78025055,111.8161621,1
25,24.58758,72.12769,45.69966888,68.10134888,68.45948792,46.83990097,58.86828613,57.55020905,77.210495,86.27101898,1
