Index,Latitude,Longitude,2010,2011,2012,2013,2014,2015,2016,2017,Vals
1,24.66818,71.41106,24.02977753,28.55134773,25.86641502,21.63445854,34.41941071,27.36190796,40.43184662,42.1269455,2
12,24.66818,72.28694,2.298105955,2.16505146,1.780242443,2.644897223,5.368378639,4.42347908,4.019220352,7.00591135,2
16,24.58758,71.41106,56.53974152,83.33338165,81.21878815,59.40704346,85.44016266,78.99917603,94.71604919,85.23765564,2
29,24.50698,71.25181,0.14898251,0.44225198,0.175578073,0.224422753,0.201871529,0.198033258,0.316811502,0.241195455,2
38,24.50698,71.96844,77.37073517,107.5505753,83.13499451,83.85520935,105.5417175,76.52786255,102.0719376,112.5465164,2
40,24.50698,72.12769,44.4982605,56.36858368,46.19569778,50.21803665,59.50357437,59.08083725,87.15248108,86.62328339,2
59,24.42638,72.28694,60.56772232,71.13933563,70.91751862,49.94307327,80.30313873,62.77414322,89.86942291,86.81983948,2
61,24.42638,72.44619,11.39565468,11.05320549,11.50044918,10.9434576,18.05771255,17.90370178,20.19329834,15.02862358,2
65,24.42638,73.00357,2.702456951,2.51724267,2.162627697,2.643449783,2.354780912,5.998182774,5.554096222,7.666985989,2
69,24.34578,71.33144,4.911758423,7.292259693,7.420654774,5.711229801,6.373944283,7.979341507,10.07473373,5.716173172,2
70,24.34578,71.41106,92.46127319,105.1769257,93.65325165,77.46888733,115.1833115,96.92246246,107.5643158,107.6742859,2
71,24.34578,71.49069,93.44713593,123.6649933,111.2172928,84.48323059,110.473671,87.33312988,137.4429321,138.6842041,2
85,24.34578,72.60544,30.7830658,29.40364456,27.65350533,24.41407394,34.22935104,18.50027275,36.60828018,46.91526413,2
87,24.34578,73.00357,6.069386959,7.609459877,5.953918457,6.397179127,5.630738735,15.96503353,15.40928078,20.91970634,2
88,24.34578,73.08319,40.56517792,39.57115936,34.73072433,29.17051888,40.89677429,44.52288437,40.54199219,54.29769897,2
91,24.26518,71.25181,0.713384688,0.601225495,0.591967762,0.938104451,0.973053575,1.584247351,2.279833794,0.626044393,2
92,24.26518,71.33144,33.02660751,27.67250824,27.18237877,34.75081635,45.98116302,49.39732361,67.28372192,46.32011795,2
93,24.26518,71.41106,131.5767822,123.1771545,120.7050476,110.5631714,175.4810028,142.9302673,145.1119995,152.3161774,2
94,24.26518,71.49069,107.4426956,112.8004532,102.9759216,94.07792664,139.811615,109.446579,130.7917175,139.0729065,2
107,24.26518,72.52582,83.11767578,67.69569397,67.06076813,61.71843719,94.15476227,64.53668213,76.86956787,82.78088379,2
108,24.26518,72.60544,5.906249046,5.7738657,5.144875526,4.708918571,7.643323898,6.754850864,7.838918209,7.137349129,2
115,24.26518,73.16282,1.258674383,1.1789217,1.125622272,0.95429337,1.292408347,1.291556001,1.246860504,1.504247665,2
117,24.18458,71.25181,0.179722741,0.30527845,0.231304839,0.187772781,0.360107899,0.361097246,0.503151417,0.349466383,2
