Biomass,Index
15.621718479081736,1596
30.03249512157476,1597
5.442998983680538,1598
30.47850808249364,1655
56.96725245236565,1656
10.736203578518234,1657
48.43904811411992,1710
106.616167844107,1711
19.95147971887957,1712
4.626388111758438,1735
72.26847152671752,1736
159.005050326169,1737
34.20251152147719,1738
144.20612083501302,1764
50.78078204152885,1765
31.52100535261928,1766
0.4524618923670566,1767
53.43951481018607,1789
86.8047653927822,1790
61.896911286774646,1791
50.01023267607714,1792
62.96568920944911,1793
196.07547382146865,1815
85.76768183116181,1816
47.80516484702455,1817
129.8274895478309,1818
251.9313171562747,1819
258.03028821704254,1820
116.24581718399465,1821
0.6449859525760273,1822
4.376871439775334,1840
6.878270259378923,1841
11.577688490014644,1842
52.88718640371911,1843
72.21595075152541,1844
169.68779435198212,1845
68.8148361064649,1852
123.90484693260248,1853
165.04033838108006,1854
335.5109958304428,1868
148.81689135321227,1869
151.13213077667658,1870
125.1396251044318,1871
196.9948841692565,1872
321.3295519862671,1873
168.28620695814502,1874
0.9438592955452612,1875
2.634164909766916,1898
24.714860545791733,1899
49.34319895313599,1900
142.05411753543504,1901
157.81216342495046,1902
83.08166596760368,1908
1.5424133304029384,1909
79.60675457922196,1910
190.01359864246,1911
350.369113926245,1924
191.61710796502308,1925
174.15293730054762,1926
131.02467946796148,1927
127.34843041710342,1928
137.7680501538785,1929
146.08223558730194,1930
40.7686792084898,1931
0.0014196073213846,1955
6.908867378887627,1956
52.086234851622606,1957
117.68501801281532,1958
76.54754756885838,1959
122.2161689485961,1960
144.98708056885656,1961
122.78014391986706,1963
194.7674159692517,1964
166.54540332186284,1965
109.3392512537471,1966
168.16864564542558,1967
165.3924994173087,1968
158.22008990253576,1969
314.5709425001684,1978
298.76208602994643,1979
208.0731467483035,1980
159.30793391541832,1981
41.96474345358097,1982
89.10606215810415,1983
273.3204221946818,1984
232.65134086102967,1985
97.91522582959144,1986
58.423492124083566,1987
2.586026396563694,1988
31.64663839650312,2012
107.20302611267502,2013
90.35053171577864,2014
212.847441799196,2015
249.8945197958327,2016
207.47956896706208,2017
223.8203517096632,2018
182.7119339810156,2019
198.3266730538853,2020
127.807837205377,2021
127.4873356151945,2022
164.92895966677202,2023
175.52255761707923,2024
90.03268489704615,2025
297.278379033126,2026
283.8589194390388,2027
327.5927960703531,2028
324.04689603994746,2034
254.0933881719509,2035
193.62420498137007,2036
152.4508610895074,2037
346.60234730933826,2038
449.08429924211765,2039
450.7623532625452,2040
152.87364391249898,2041
1.6107168491197354,2042
0.0146254440158285,2062
14.48268069313027,2063
60.95149689726554,2064
160.26395682181143,2065
173.29046039943185,2066
164.69268002340283,2067
211.7727116422641,2068
172.09089697782198,2069
92.1633550147952,2070
33.84362362491336,2071
52.875096032082176,2072
110.62865251995716,2073
83.68866549856494,2074
14.84075836845854,2075
81.67088793123017,2076
156.6091475275806,2077
212.8745054751328,2078
277.34430645744965,2079
275.5618196623831,2080
240.56226244035784,2081
185.95048645905035,2082
145.61030494328952,2083
93.33617694529131,2084
60.74463160086914,2085
141.2843080008783,2086
333.78788270296707,2087
368.99753412294825,2088
453.3261147266676,2089
346.05944983149834,2090
36.39046082354243,2091
0.0974623327082891,2110
16.971199457901434,2111
178.93365849073143,2112
183.4591386741633,2113
148.8138079080443,2114
120.20977284274868,2115
84.92337744931616,2116
51.9274673390238,2117
6.650561413566933,2118
1.378916605216701,2119
6.319793298916632,2120
8.543800053426214,2121
0.3116909082358682,2122
13.9319805473752,2123
51.4484275750444,2124
87.3688558208103,2125
39.577571167109525,2126
85.1380432953068,2127
224.9713046713072,2128
206.2696657287354,2129
207.61588715316023,2130
194.98442873320903,2131
254.1694466928676,2132
272.16982799822745,2133
325.90231420784164,2134
370.4400145821757,2135
381.7323504220703,2136
273.009884611236,2137
14.751193686198746,2138
0.3272747910060036,2156
37.57425513002356,2157
118.6771066329372,2158
166.43093054935687,2159
100.58016265143938,2160
