Biomass,Index
3.716378423019293,979
24.43384594458973,1033
43.92109612403272,1034
17.309128039808016,1086
170.51898170353903,1087
253.12728565022925,1088
17.074430696990216,1140
164.63853418122198,1141
384.5660388429553,1142
342.4904204433217,1143
0.4339245006367165,1193
8.35796877523748,1194
22.78886936305193,1195
189.2001418563196,1196
292.34985148964813,1197
271.3142945884863,1198
258.6432185750305,1199
196.0699790181973,1200
2.760330259270764,1247
3.4272383587603565,1248
0.1341292583175063,1249
1.2042196378919208,1250
0.5599829139442649,1251
7.340757800355113,1252
64.02340869135169,1253
124.6512598407628,1254
269.9544247727408,1255
250.2459660627123,1256
294.9548761712115,1257
319.75174113669635,1258
283.3935823659215,1259
304.20594415644365,1260
321.82736623339804,1261
285.81316260451024,1262
30.82752364318799,1307
19.850480138342128,1308
0.7027844219483828,1309
0.0696007651717675,1310
1.2533425847846127,1311
3.9890940085967865,1312
4.990079995075494,1313
6.950079054075426,1314
4.319412921954836,1315
0.4615870008132542,1316
4.854237573653879,1317
36.57464954450093,1318
125.7043782952396,1319
324.9309119212762,1320
398.886770502874,1321
363.1214940438784,1322
244.5302137785587,1323
334.4441528841598,1324
297.04542171984656,1325
382.44940117330384,1326
357.2024712499249,1327
240.78433179782127,1328
7.289158897782686,1373
3.668255550532576,1374
1.3040549044066243,1375
27.88596040229684,1376
57.88040507479575,1377
110.48197946503284,1378
63.21117787597602,1379
40.39203456054773,1380
16.670856078223437,1381
36.02475409581011,1382
36.179935713126575,1383
196.4771965880395,1384
197.61078887725265,1385
142.18821138409976,1386
217.1674812006493,1387
257.89285629613096,1388
251.79121388463705,1389
239.29784241525232,1390
310.39647628860246,1391
206.70253865296905,1392
174.48912322877814,1393
10.947311045919443,1438
61.92179170724174,1439
152.9281903112559,1440
210.52481315155856,1441
149.81627372016249,1442
167.1589696037831,1443
89.76184266871087,1444
50.7572445401707,1445
37.356344029586765,1446
81.72795557770367,1447
84.91481221464176,1448
77.4149092925536,1449
85.98480452162873,1450
66.21298036010836,1451
128.1114236696088,1452
272.708096789437,1453
295.9012039182854,1454
248.9015519883405,1455
220.5384283377163,1456
0.366578174029718,1499
66.73675470301585,1500
201.2229328639406,1501
87.68129982712318,1502
125.11220594878486,1503
177.06166877281078,1504
131.8032299601375,1505
66.04189979142386,1506
52.4416081545521,1507
39.92886140184186,1508
30.941410490459823,1509
61.15375503616216,1510
152.29657923629213,1511
283.62389858567286,1512
157.40313584646017,1513
291.1934600622297,1514
369.640535075832,1515
314.988605901024,1516
289.7753471933598,1517
0.3095567577354791,1560
51.10475364279791,1561
145.2945549557039,1562
118.25939502774186,1563
167.6013999586839,1564
102.00084211888534,1565
100.87722432393966,1566
112.03360080035888,1567
71.1538663235029,1568
150.61072188597302,1569
227.3485101567476,1570
221.29454863337645,1571
174.02340341227472,1572
70.55596872680363,1573
78.59605736746462,1574
282.31934312118227,1575
415.101528302745,1576
221.19515884170767,1577
267.09148935090644,1578
5.518375284384932,1620
80.54389691978169,1621
119.62137131061768,1622
210.47532382360163,1623
136.7105399090378,1624
94.3170867693091,1625
113.9645392862016,1626
176.4550715641603,1627
249.00482016283144,1628
453.1088553234479,1629
321.0835619311292,1630
272.8955707528331,1631
156.81906425955412,1632
144.31010163379122,1633
360.8840306891143,1634
471.27851755409387,1635
289.73849985113856,1636
317.4709596072471,1637
1.720023300943642,1675
24.3168733952788,1676
51.549865474523926,1677
133.07864751352147,1678
168.45799732959077,1679
91.96129461933629,1680
17.448824500124417,1681
113.85634627968228,1682
227.6907202551554,1683
102.71651495671875,1684
114.37258940028325,1685
238.76473856631827,1686
435.57534389938,1687
276.2563126020804,1688
262.05399080175016,1689
357.93242712247775,1690
260.8704481448592,1691
331.0996348613858,1692
424.0627832560784,1693
312.8415988565424,1694
0.2283218815122585,1730
18.912583333687145,1731
79.02120693308225,1732
150.9797300597119,1733
76.50155405558084,1734
47.958488700065466,1739
319.2059360568336,1740
407.0747150890632,1741
454.3457657567812,1742
369.332256822668,1743
255.0905859751541,1744
295.37656614612285,1745
275.98485166413707,1746
301.2076442799129,1747
0.3614484267219043,1785
26.60712630826911,1786
122.4842795802947,1787
83.5145131066695,1788
177.02394668820645,1794
368.57726694739904,1795
428.9745396868243,1796
430.5392485014652,1797
342.19263313059696,1798
343.09781198094385,1799
396.070362319309,1800
355.87650033136424,1801
131.2228592309604,1846
215.2174710503812,1847
222.8509522904768,1848
298.7505892540241,1849
231.85181742353885,1850
141.85777472512137,1851
132.66397953718612,1903
196.51483861031392,1904
183.79613149718912,1905
201.0526537737196,1906
185.97456088352,1907
128.08714937307676,1962
