Biomass,Index
177.41207710754784,676
153.8379692365209,677
232.14498414670484,743
230.97148249200177,744
185.29659675112595,745
119.8263458682046,746
168.76065968515908,747
159.79467485767847,748
95.3641004215618,808
187.3986059065067,809
272.9741710778851,810
238.7149086222928,811
231.9445212931536,812
170.531570533968,813
160.33366434936886,814
105.08933855598454,815
15.966031455646272,816
237.50964268241103,875
278.8930281999972,876
252.21876856475464,877
183.37379443546484,878
226.7154414384628,879
130.94213738214347,880
43.846148330633135,881
81.61119063191201,937
146.58897683425056,938
263.980367874902,939
241.68332877734304,940
235.64566462768173,941
256.67568390443427,942
154.19534952575825,943
151.0109516358582,944
42.726369842103054,1000
237.86913294533272,1001
299.6426535131241,1002
255.28723177452883,1003
193.5173502736521,1004
200.8615228722512,1005
148.9722998520697,1006
111.50114812538428,1056
150.80158660181377,1057
116.70035116947702,1058
220.5223180245019,1059
200.79118025174915,1060
145.0744930705207,1061
146.7724571742535,1062
55.190808043386575,1109
71.19295917583149,1110
137.8537943104757,1111
178.15368598793182,1112
235.4566324111477,1113
262.7065833046974,1114
172.26962094323798,1115
181.60571941229665,1116
62.92417761972513,1164
98.8634262550168,1165
149.92505662069146,1166
164.99189548932526,1167
214.9144764959043,1168
247.5049111280759,1169
238.04639118473705,1170
115.60030901167964,1222
188.83596762429747,1223
235.5932170128144,1224
250.93709357470703,1225
195.0822431563357,1226
219.36513958940344,1227
192.756958769364,1284
211.66812729306665,1285
266.5442409735251,1286
391.90558299099393,1287
417.0981569904884,1288
26.95029672610057,1294
10.08043772924682,1349
81.97238090846324,1350
87.22835165468584,1351
107.28571736698017,1352
288.76551675746475,1353
364.5613550727163,1354
329.6829227403658,1355
65.22152370234359,1359
26.414312875132765,1360
104.12866866181194,1361
114.02865576357456,1362
1.255125022093687,1416
1.4143764298949293,1417
54.422761339336375,1418
59.24397633556019,1419
165.24397521914483,1420
172.23915704866735,1421
190.9520917597061,1425
152.87947277089324,1426
273.245184448322,1427
243.0036914430072,1428
10.377483895039552,1477
213.40545939835712,1478
135.1206680390893,1479
126.14335136484917,1480
223.68277632258545,1481
408.6469627437688,1482
234.48852894034653,1485
269.79419183675344,1486
252.0673739146261,1487
315.86976944348385,1488
0.8621317435146794,1498
6.624479558655118,1538
116.67619039111268,1539
120.9327606031899,1540
297.81505922473764,1541
283.2116213970909,1542
361.2952218192921,1543
288.06889665238646,1545
289.15212431914733,1546
338.8012147565041,1547
372.6987533183765,1548
378.0629809595589,1549
211.98966012571128,1550
211.2217883242029,1551
198.28720945135456,1552
235.9472636779996,1553
115.8652300086124,1556
85.3747470928616,1557
22.57387616720813,1558
9.243474125685385,1559
24.9401688593199,1599
158.5240040019592,1600
130.8119989889994,1601
186.76397331246903,1602
310.56193826732624,1603
344.2050561707499,1604
323.0878689927136,1605
326.29983650795765,1606
440.50263806450846,1607
413.4500712415371,1608
329.4959930116309,1609
148.89966446005104,1610
121.2454299110194,1611
198.76205685412447,1612
172.7984381093871,1613
198.8695444719628,1614
76.47932570230532,1615
0.9257654150323272,1616
0.0422316666726201,1617
2.2990417049242406,1618
0.4508217939787415,1619
3.941206182223241,1658
82.2849556194221,1659
247.6903474968681,1660
337.95633448439713,1661
391.1205170445354,1662
297.39140938056977,1663
272.15927458443616,1664
388.8433945824692,1665
331.8657370899511,1666
308.4026834519945,1667
245.76209087646225,1668
225.8093340843059,1669
238.2141295028409,1670
147.57377197821816,1671
142.36748956712685,1672
87.97210626119201,1673
7.064432249856601,1674
45.974610437345525,1713
259.38493855767643,1714
307.7545318171741,1715
338.1222918305962,1716
316.3424800584115,1717
294.085697915589,1718
355.665875180598,1719
251.4960122288157,1720
232.98257118813987,1721
253.20963383303155,1722
163.87341177004316,1723
85.8684736481658,1724
237.79259597595905,1725
42.202760703684405,1726
21.79186192198474,1727
3.533963021007412,1728
0.0730781678443329,1729
118.76438373423878,1768
246.38662586220565,1769
258.29159901346907,1770
331.5251798884667,1771
298.3929016003365,1772
264.39033737961904,1773
249.3187206193033,1774
196.1885959501216,1775
209.57572689571293,1776
94.91810987995662,1777
13.223749604641004,1778
44.60870554403317,1779
4.12418025704658,1780
0.5606201458832041,1781
1.2621653688967984,1782
8.288116848704982,1783
0.3005558129044523,1784
10.103982160364248,1823
76.7092342226314,1824
148.8863413237696,1825
200.50316898048985,1826
211.66184429824528,1827
112.93816422296902,1828
182.98567059129687,1829
232.4594822763404,1830
175.8253230548434,1831
64.94664761606914,1832
39.44529693358624,1833
57.36424024647226,1834
52.83557066251172,1835
56.81249721549683,1836
32.890194545782606,1837
33.06004191310963,1838
3.8562749271715377,1839
0.2819220161861285,1876
36.26269538726315,1877
174.1029651984366,1878
334.8922591303592,1879
161.30919165159366,1880
134.5007506171265,1881
249.13080806395263,1882
291.1538946688512,1883
231.4356761222692,1884
163.49995056423884,1885
154.71098242792283,1886
220.5625078210416,1887
109.56329598736524,1888
77.94713643073466,1889
21.48619748219466,1890
2.307620600021254,1891
0.7766694002709876,1892
11.23444908421214,1893
16.100626319301057,1894
8.056009289694995,1895
4.667593195104586,1896
0.6218301080234647,1897
1.0909045448869883,1932
62.41614871549013,1933
241.25407442386617,1934
344.06880321651107,1935
373.4896837974141,1936
159.94532688512413,1937
172.0355877493424,1938
165.2103507609504,1939
219.1546226994929,1940
246.7394606427449,1941
88.76826821405852,1942
187.53910627306604,1943
163.28547262403518,1944
273.97775203111667,1945
216.88210454137416,1946
234.5135123387743,1947
59.7104874010297,1948
37.14068778907619,1949
68.6526901780573,1950
96.27156332826628,1951
71.3765517432044,1952
60.17402982110348,1953
8.805000175990955,1954
1.4980321401125043,1989
92.63328520877,1990
170.12376237683597,1991
214.55379341583176,1992
199.88894290458867,1993
240.2651427517816,1994
148.22041731801792,1995
150.899010466445,1996
161.89625928043245,1997
124.67177097971847,1998
49.59701487779069,1999
56.94122189977514,2000
147.28375880066753,2001
151.3292477596058,2002
147.58779900386307,2003
177.89024773739217,2004
43.58224848424032,2005
42.23031619890771,2006
21.664872931271063,2007
19.51275055106144,2008
28.048722970201663,2009
17.92767054795296,2010
2.203088821387042,2011
2.8355655427144235,2043
139.47040547082412,2044
312.8957293442481,2045
337.7357638829251,2046
270.0946346230449,2047
221.39342861640745,2048
196.68137703427865,2049
246.1736237891059,2050
168.60600972419974,2051
153.4149691349454,2052
22.077809659124377,2053
2.1411078964977754,2054
7.950727792249775,2055
3.857799870222881,2056
6.989893157307695,2057
11.000886306530091,2058
17.359665276506895,2059
14.765685295528694,2060
1.4945692760917764,2061
11.59253877049417,2092
218.1028414418252,2093
316.9050591813701,2094
210.658016204834,2095
229.29190361209032,2096
287.61809486582763,2097
217.5189252828821,2098
203.3868211566442,2099
223.9524813924713,2100
212.70499719175945,2101
86.73240102308027,2102
44.44804642013419,2103
17.432645641184514,2104
0.3871370952174291,2105
0.025592144818895,2106
14.115089285144872,2107
6.51361864028476,2108
2.64342406166242,2109
14.184553378500189,2139
89.92625664088773,2140
112.85424242626904,2141
42.220850509743926,2142
289.1689202930461,2143
306.4166700774056,2144
287.242566812605,2145
201.1384037632893,2146
223.876447498496,2147
222.9365764490151,2148
151.6263845530423,2149
103.4536253450969,2150
68.3881727604475,2151
23.125018664191625,2152
31.868874049584136,2153
29.674774861298143,2154
0.8936015689920224,2155
2.694375216960907,2181
7.712191326063803,2182
35.787478144575914,2183
82.34463014299595,2184
295.2526857890586,2185
228.72543530347872,2186
193.33459868195,2187
175.06019622057377,2188
180.61664924611625,2189
210.56353268029432,2190
140.92585201490226,2191
154.88666055260637,2192
113.1386035366337,2193
54.94488123298112,2194
16.042220394072345,2195
5.236353161027346,2196
3.221558568633104,2221
14.90628178060864,2222
68.87025079635393,2223
125.9781859080119,2224
162.31027691538742,2225
192.54391449839875,2226
184.2031215519544,2227
146.6919113610394,2228
167.7243265835818,2229
148.2966919672359,2230
104.38501451073624,2231
52.988536061786654,2232
38.11762239703036,2233
2.1740819882135423,2258
9.004684054441903,2259
51.266381740340194,2260
83.6400727819632,2261
151.4094707689053,2262
201.2938355898476,2263
277.9104695203828,2264
239.1057185093588,2265
169.08295829015327,2266
90.13238083443991,2267
9.70299027024246,2268
0.0723491061128229,2290
38.453464400182575,2291
51.89326915205159,2292
68.0662075260101,2293
120.10725786753324,2294
