Biomass,Index
6.262531209553435,0
35.44124251022287,1
64.93832437200075,2
88.1892058904598,3
22.119516115958547,4
33.72855931596632,5
44.25420014185796,6
42.52400797564359,7
40.00804731531391,8
53.93152235014321,9
10.1990001582627,10
5.913583005014663,11
4.750765748829256,12
0.1857275017410326,13
0.6362265477299128,14
32.05735376672855,15
85.50602267859209,16
148.38423261941637,17
138.39277258151915,18
80.64721639612533,19
108.45015301266504,20
117.1117845560054,21
108.7897391251064,22
119.91029989438604,23
119.87020670196792,24
75.10297187346279,25
42.09597071424788,26
36.91076059628632,27
5.784913707874387,28
0.2845539064733505,29
30.49459327866925,30
93.76167606815594,31
138.2556503149919,32
142.98430145974874,33
126.70834226654398,34
111.84717346149984,35
159.15775741899904,36
155.34682396875272,37
102.4690233018034,38
73.7299731317998,39
71.26285133502647,40
88.88612314608578,41
98.11856421453209,42
28.965491170425523,43
3.040886592589544,44
0.1636086756918966,45
0.5379945817316957,46
15.329839873664568,47
86.43799160253948,48
117.33574361169424,49
117.50897623034923,50
106.16829211477868,51
108.03773569302392,52
157.8656299145841,53
145.93466957241205,54
124.66322145229434,55
157.03453955000933,56
119.41224852991638,57
103.0776312498246,58
78.87560796867749,59
76.02654146373824,60
16.5201051912385,61
9.595506398106258,62
23.43257780772884,63
11.227818142174891,64
0.130925506093253,68
8.094909609967797,69
104.87532557031945,70
123.31790674200695,71
123.26517977207638,72
112.82236260225018,73
153.1918253843063,74
188.34071510886625,75
135.29700117845692,76
110.36061360578964,77
185.15965810655783,78
179.9771727329607,79
114.61150201012478,80
37.57737613415145,81
49.90885363202672,82
27.988962661701105,83
82.87376157426884,84
34.8238111587055,85
6.795622146541797,86
0.9306613148083628,91
48.7102470433162,92
145.89563211684268,93
125.27944938140178,94
93.82538567999212,95
133.872216258752,96
165.9505302388136,97
133.3165348726983,98
130.2495796133444,99
120.80789671796391,100
178.79699305779806,101
155.72833749248656,102
119.61333650235764,103
125.42725172633828,104
147.33521817027645,105
121.43888352908118,106
79.7872444553037,107
7.090452581145253,108
12.57550786313374,109
3.823146856386008,110
6.262863007501238,111
0.3607843626396814,117
26.45386619152052,118
105.31129219231276,119
82.24698091842087,120
108.3440356843144,121
172.51051456035682,122
147.29598613553756,123
157.96462410643866,124
134.42011904411888,125
132.8011206011111,126
124.975610878047,127
135.82215168799695,128
165.26384435727093,129
149.87203896145635,130
130.9405934830792,131
125.73930840080332,132
132.03822894603678,133
38.96295914559072,134
42.22526622425274,135
16.50499097737763,136
0.6385774786879377,142
31.777942585985173,143
89.27716245082392,144
105.45230722856596,145
125.53951370727437,146
170.63790103170396,147
121.40018344021009,148
129.8096748775617,149
127.3775599667256,150
126.3181856203622,151
117.12938430971096,152
146.18429370042753,153
152.19611129822783,154
169.73644253841397,155
118.44445217966675,156
119.67387728450755,157
159.3649165455888,158
116.59580362623096,159
52.855073966727865,160
0.360474737070895,168
15.696638185986703,169
64.35280288565289,170
87.85720932687174,171
99.07058935770044,172
149.85812287930764,173
125.56255474264483,174
122.94645969112776,175
122.28490240088549,176
117.1382109326991,177
149.5071965659537,178
161.37630965070028,179
193.90501925431016,180
172.39977976170982,181
98.66883128479564,182
119.19599414905512,183
0.0065897053514764,205
0.1935783458864618,206
1.52629245225805,207
65.84535476629236,208
66.63072185962616,209
59.58206373737249,210
83.73021127955573,211
229.9978696469968,212
142.58641277246434,213
97.60455211188253,214
68.43660573628982,215
122.13290988765402,216
106.32692733754637,217
174.2030258643918,218
187.06035796901307,219
189.8123253879204,220
153.28178117262885,221
148.55035206280468,222
0.0497177764790591,245
3.204783398061356,246
4.051125530143709,247
10.28222327980699,248
79.54843963053341,249
61.432798867020935,250
90.73453140198862,251
115.26814870251988,252
191.6142341141501,253
141.69680071417093,254
97.52666479316352,255
115.07528518636968,256
184.3805865600047,257
168.50022780805944,258
159.85475730625845,259
216.15688920899285,260
180.89390973374503,261
185.45582255736213,262
191.4867275823395,263
12.084663340216958,286
33.25248944556248,287
16.956068098816935,288
37.73641997033653,289
9.62629915495646,290
47.13916110097645,291
124.2489022616493,292
92.86623338129992,293
137.09724613596654,294
129.0687991447472,295
220.4089503772799,296
175.98843039015935,297
210.3508610867151,298
224.79107907636896,299
183.89150660890755,300
238.32222560560945,301
187.2992594072783,302
195.41214963269303,303
3.904904124025733,331
7.28128204552088,332
53.07735221714634,333
120.6462004884441,334
85.74362993619751,335
160.49886038518707,336
260.83554082919176,337
194.5074199114012,338
203.5993656065406,339
249.6653977165469,340
229.15729170063744,341
161.97321678546797,342
26.8208609525554,375
110.66184054157505,376
122.28118214753948,377
129.56278372873126,378
127.40560916900785,379
303.46554453621945,380
193.11383773566985,381
125.35189819668936,382
2.1269536751142955,426
19.6622441374384,427
95.4044160525343,428
127.00322852361246,429
150.02739194052288,430
153.57146256435277,431
179.37042930067616,432
103.4725534862444,433
8.243610654417736,482
127.89202007433596,483
280.0928151308739,484
242.3733489804152,485
132.58841779755383,486
334.19073602728537,487
234.77914797738407,488
17.062940783989703,543
222.931052664012,544
228.47396936293097,545
395.55803924015873,546
403.4103690168629,547
221.3831127382274,548
0.4034726168951755,603
80.27352825093719,604
260.52502268429026,605
473.2225902777551,606
316.6913167078765,607
208.8737238485682,608
0.5475848279861398,669
12.878243306922698,670
134.81920387049715,671
294.42739059792257,672
369.4319056073065,673
265.2372881141325,674
263.0129420467516,675
109.27562783644932,736
162.43109917033476,737
104.39419802823971,738
25.16092875254645,740
162.49390518423087,741
278.00969044755146,742
238.2125235943867,801
146.6113265085867,802
327.66095352244594,803
286.05657326221694,804
227.42646610122512,865
366.3745411299906,866
219.42598048245648,867
191.25826315754568,868
288.22998435384005,869
198.9166789088232,927
188.0025750618157,928
497.37652429219054,929
383.03969344357216,930
258.7877954875967,931
334.87346765416186,932
109.05231218039869,989
199.0970436971729,990
303.5294629650388,991
191.0860942138389,992
178.40377841470973,993
135.51348109151763,1045
151.7833452796868,1046
159.29598522512612,1047
179.9083736002167,1099
317.11475649701885,1100
