Biomass,Index
34.31875339093248,739
115.54953419528464,805
65.9330596748956,806
127.90918072335036,807
163.65590092475946,870
256.9592620617611,871
116.57494332023974,872
47.079396935092994,873
167.5627365287118,874
125.1884246694422,933
311.3034600064265,934
158.27966512334035,935
161.07008799156424,936
174.4196645106904,994
199.3282323356569,995
261.05443818755555,996
125.6340306444866,997
326.6484191686375,998
210.0208778458833,999
144.79613343684005,1048
224.43187877704983,1049
161.35705909439935,1050
338.4992084311094,1051
149.01746713714536,1052
279.580065038938,1053
185.7049879017363,1054
19.6192520859777,1055
181.0796105075044,1101
141.23400026614357,1102
290.9721297851837,1103
249.3538303297967,1104
72.85456658409792,1105
136.126956942441,1106
210.8950492127217,1107
344.1264259118915,1108
146.2022128508766,1153
142.5914579379492,1154
198.8660875633832,1155
176.282064217107,1156
158.2422515140347,1157
216.0548947025106,1158
258.6211435806222,1159
186.9937811682931,1160
255.1889132737352,1161
136.41110931480205,1162
196.87623309790828,1163
187.36296563932112,1210
162.50603806277513,1211
256.87682400774094,1212
195.6419566402841,1213
360.08447223267297,1214
352.9086238696027,1215
326.7807385151488,1216
288.5708995851871,1217
53.530694652678726,1218
76.65493860321817,1219
15.92156664802847,1220
29.887107331000003,1221
221.0878425186456,1270
348.8717768817971,1271
314.5431389722582,1272
344.9931032112792,1273
392.9488893361466,1274
300.9325779247457,1275
120.07597596458756,1276
46.931202633850894,1277
44.37435714312837,1278
3.059643706658413,1279
103.06532744691172,1280
110.19517687256138,1281
86.98384125820967,1282
51.92118488416947,1283
135.55945368525582,1336
167.62200299337474,1337
208.8953757333018,1338
246.42680398499007,1339
297.5471437495545,1340
459.2857154970149,1341
365.983072340677,1342
266.7993131764682,1343
117.88183086392816,1344
20.21656404896132,1345
231.15012951235343,1346
80.98828632120404,1347
31.88416415523511,1348
151.36169587768015,1402
165.83001500297678,1403
303.84326171090174,1404
321.58103769254444,1405
287.06526989208584,1406
462.5505348266856,1407
342.2913440957661,1408
325.27575878749326,1409
237.2937272450625,1410
152.87068607059854,1411
187.02017246566456,1412
63.75698799051192,1413
15.29970498147644,1414
0.9503983431777094,1415
155.36831366231362,1464
110.22866303652457,1465
242.76354131954704,1466
337.92712259533545,1467
209.7972783463568,1468
281.015822921669,1469
337.1367685354452,1470
316.2492718690519,1471
313.31251265289234,1472
347.41694470426535,1473
522.4434520648982,1474
251.362556172426,1475
75.74718267874363,1476
189.4861473747426,1524
194.21750797716032,1525
125.0941705031531,1526
71.95631536602531,1527
138.90390361603284,1528
231.91816200352648,1529
406.6248203904657,1530
393.978041336482,1531
314.7458953073424,1532
189.229131976846,1533
154.6260575045889,1534
215.8402770879117,1535
118.9096151378391,1536
28.633317078396185,1537
264.8816848824888,1585
247.9627617456746,1586
116.23821184314149,1587
172.47568492723266,1588
190.24544239999,1589
401.9362681839369,1590
354.00361440655155,1591
223.16748591850472,1592
352.5974840888478,1593
394.3819009069375,1594
196.47007438515425,1595
325.35865076047577,1642
341.99652417456235,1643
492.9032368699576,1644
241.8297741175485,1645
206.2568658546307,1646
140.57893223538036,1647
237.8270130123042,1648
315.8592808734238,1649
324.1988650630511,1650
382.1015484312256,1651
532.8714551928277,1652
426.3060547243957,1653
231.3133677006657,1654
408.4880377794841,1697
266.3861560329567,1698
505.5504712583025,1699
370.5884975531065,1700
258.9126616145507,1701
146.4378638410068,1702
285.9069559343964,1703
245.2048444948133,1704
254.09566710471216,1705
328.6573133750173,1706
469.6493342009969,1707
295.7165360732931,1708
128.83505902623625,1709
343.04371097653154,1748
397.9555745323586,1749
472.2169043497505,1750
482.824854543201,1751
443.3492756651543,1752
489.17019763072375,1753
431.32349589333927,1754
412.3254192493411,1755
286.461104999862,1756
233.41423358814964,1757
299.1292713345223,1758
285.4655950463591,1759
363.0533122017614,1760
483.3395823061171,1761
333.66652874349273,1762
155.0527685645312,1763
250.65295230293304,1802
374.4748227568678,1803
500.0023304989586,1804
542.9227459469154,1805
466.98275329505503,1806
432.4797729077473,1807
427.5474509627562,1808
419.6794221774391,1809
418.1415094211788,1810
409.2979841219837,1811
271.122566523416,1812
289.2458717331721,1813
178.06947851944582,1814
160.26658568596483,1855
289.9045129082318,1856
449.2329800381176,1857
483.8119814973722,1858
494.30923761407394,1859
427.9034394880493,1860
400.2057535755655,1861
446.52538037768056,1862
448.20862064382464,1863
456.8825197776102,1864
361.5750258076105,1865
515.9039668974058,1866
478.4882071520624,1867
130.7548485628161,1912
266.55746649810976,1913
445.0546836418316,1914
372.8441769739962,1915
332.2686990828507,1916
434.6540133048812,1917
408.6083131169312,1918
407.36988895956864,1919
353.424677900024,1920
375.39420725918137,1921
401.5191772443915,1922
400.36697645157545,1923
228.3755479935664,1970
304.89679889509057,1971
394.74489381349537,1972
545.7278016905069,1973
552.5470596761535,1974
486.852967560068,1975
446.7500593235959,1976
285.5618440464216,1977
469.31286608408806,2029
473.3187511444704,2030
439.8721818771495,2031
296.7763177712691,2032
330.95495143959954,2033
