Biomass,Index
2.9037259742682373,317
2.802015496312719,318
9.998653310824658,319
15.37641707117796,320
0.3609992100510135,360
0.3515982393894173,361
0.8512251651881835,362
1.6241749207406473,363
9.265574258564254,364
11.81401002294371,365
0.5823394041395681,404
1.319448759656896,405
0.055509076210923,406
2.0178911034388403,407
2.44285002343072,408
3.5055544371811185,409
15.637193877233823,410
10.565547365715366,411
0.7044709320032398,412
0.5382411632405586,413
0.005343190271793,414
0.2174379026042231,415
0.0952975063216555,455
0.332718265170704,456
0.4415280735869985,457
4.092505132452071,458
6.699794107262612,459
18.57934700957141,460
1.5175290888009172,461
3.313741442325417,462
43.92503300508706,463
32.643031747568976,464
45.3180716862566,465
68.12311188187695,466
2.3853881739805884,467
32.84208973608649,468
4.358081026469031,469
0.2390255714157937,470
0.0801206398675608,513
1.4316876877739797,514
2.3064587208393066,515
4.032487279550116,516
0.1147751064229113,517
6.080599313045801,518
19.43679201785431,519
13.86532278466982,520
5.740920458982732,521
0.5813336491382086,522
0.0009237974240262,523
0.2475276107168292,524
1.932062997360477,525
33.59344187361935,526
41.580217493404845,527
2.651632674861842,528
46.22428156656434,529
17.85234260277827,530
19.39107868579847,531
28.64261732835107,532
5.146928363485516,574
8.37958156565041,575
2.994239600735698,576
3.098393420335584,577
30.91287620573984,578
13.673282028191952,579
4.768829262590922,580
4.379043132880764,581
7.21845214458127,582
11.407548847701973,583
0.2711345738525861,584
2.738924901170367,585
3.961123963313664,586
41.23037115012316,587
29.73799950441212,588
78.15884356821569,589
91.34201197293156,590
73.9983183501412,591
52.14150543187306,592
16.131097131394522,636
78.44368691241587,637
7.845385326716658,638
33.84308528786469,639
33.5596964271192,640
15.900084815689295,641
24.0713997554533,642
7.602682298462947,643
29.311899546726536,644
31.133865938350148,645
7.734110960740307,646
62.086894377165535,647
14.413833010472006,648
23.985464966820896,649
25.74123616851547,650
63.039549222806606,651
68.65826848566363,652
79.23577240410248,653
13.489951672652506,654
14.841314591367135,655
19.413737470007327,656
0.3064826916763429,657
1.3445959368883211,704
40.0020279767468,705
48.73998677126579,706
38.426350678692046,707
40.54288297438946,708
22.902240743041844,709
15.04688730304973,710
22.04226232112712,711
64.11245315716528,712
12.018138271342067,713
1.2125008709279617,714
16.064434065219263,715
16.01827505007367,716
12.32389968822078,717
5.393041015230539,718
18.38751447579965,719
57.18469503665919,720
13.666497310713565,721
4.78457510388113,722
0.0122558503261148,723
3.2157608434022693,774
67.92885021452803,775
47.87038827620293,776
13.773125544736716,777
21.67118402884358,778
5.863135062141343,779
15.90702199072981,780
34.07379125892816,781
10.973943783120903,782
3.5830050775060247,783
12.986217005966122,784
8.296933765975307,785
7.880057672851383,786
5.995809282289509,787
20.50398389077916,788
22.14529922086161,789
4.277673023503001,790
2.1095193517631263,840
28.02268369120725,841
11.69391841941679,842
16.587339113264683,843
48.90785751444237,844
32.15426424387806,845
50.16363179969483,846
23.593982035354504,847
12.858296280426176,848
6.118404633959891,849
1.826035222979232,850
14.153129354763792,851
1.4225585161094896,852
1.2431913567102433,853
44.03853993707362,854
3.6221255677568016,855
0.0158573198654741,904
10.52699662838797,905
63.932284676538245,906
113.81848898569956,907
181.46079334764423,908
166.85325943962334,909
70.59545276879068,910
46.64152078330861,911
19.602321242034563,912
36.77743083602866,913
0.702138284210953,914
0.130844000963512,915
4.749200843781818,916
0.7235505537871249,917
0.0207877610843931,969
5.134342613729002,970
14.713360014448137,971
27.482747961520623,972
72.25500499018845,973
33.586149296622835,974
18.199576736630213,975
14.537188837340654,976
5.269749531912902,977
0.0198259418351857,978
0.0053039879336971,1031
0.0535756164105933,1032
245.1221402218576,1035
330.2501183450099,1036
281.80070643857965,1037
77.72398589795401,1041
179.14129050181702,1042
113.56678558703882,1043
104.29047553690089,1044
228.542411732966,1089
453.9544164862805,1090
308.54596511755005,1091
177.71602556299194,1095
218.2262115728468,1096
179.0161034983371,1097
217.4274730164807,1098
168.2532025928123,1144
277.1749909458801,1145
492.9338799933457,1146
667.8708192662724,1147
178.63997700954116,1150
230.6520922597904,1151
163.3329686347499,1152
238.42680707279163,1201
430.5352845712753,1202
458.9774090671586,1203
439.8462829509768,1204
319.8724560116951,1205
205.3735410577709,1206
58.230027180912856,1207
43.2415731001923,1208
93.03079498919038,1209
385.2881527479494,1263
258.1402774828179,1264
196.31979630450672,1265
38.03356028418996,1266
127.36710403404096,1267
308.995811486924,1268
145.29930688395885,1269
119.8487335842882,1329
169.19195523439123,1330
382.02484115694,1331
138.10174152049026,1332
51.97650922563407,1333
256.7311693256657,1334
227.0326582031382,1335
76.72621048080113,1394
116.37425894983814,1395
122.97107566818784,1396
289.6683165028334,1397
315.82169582763737,1398
150.61946110548448,1399
183.1708361639048,1400
173.8167330071333,1401
242.37671646475232,1457
189.15873666272591,1458
131.7127647932387,1459
235.4039990635424,1460
474.9482426996077,1461
288.370271493381,1462
209.18492682219744,1463
328.4209292758533,1518
311.50804011970934,1519
314.77073219387574,1520
277.36764295395506,1521
401.072326278517,1522
276.73635628902736,1523
296.29832032939214,1579
270.6356713579312,1580
526.5728698323239,1581
367.5758070482275,1582
404.614479346866,1583
465.2865618871416,1584
469.4188756623055,1638
279.98519236649724,1639
471.6660410273955,1640
401.2895135397836,1641
349.48365215410143,1695
468.4197815864971,1696
