Index,Latitude,Longitude,2010,2011,2012,2013,2014,2015,2016,2017,2018,Vals
1,24.66818,71.41106,24.02977753,28.55134773,25.86641502,21.63445854,34.41941071,27.36190796,40.43184662,42.1269455,37.36286010428188,7
2,24.66818,71.49069,44.83163452,66.11116791,56.98225784,53.00373459,70.91790771,42.51711655,59.18162918,73.20323181,67.92408364993952,7
3,24.66818,71.57031,59.97441864,80.82130432,78.95654297,63.16056061,93.51392365,70.20317078,74.53672028,101.0673523,93.08053083629292,7
4,24.66818,71.64994,14.6533699,19.32752419,21.92814445,17.89958572,19.53403473,19.16579056,16.53131485,26.08688545,22.70381179858313,7
5,24.66818,71.72956,17.41663933,35.81100082,26.00382614,27.34848213,29.59926796,22.02611351,23.59261703,41.74900055,35.62768186973835,7
6,24.66818,71.80919,23.56865692,37.37121582,38.29854965,27.83802223,40.77996063,32.0148735,37.77179718,55.00392914,47.78937280302833,7
11,24.66818,72.20732,3.416373968,2.891346216,3.826416016,3.098782063,6.333014011,4.840425491,4.729420662,7.909708977,6.677016645784725,7
12,24.66818,72.28694,2.298105955,2.16505146,1.780242443,2.644897223,5.368378639,4.42347908,4.019220352,7.00591135,5.117681658194586,7
16,24.58758,71.41106,56.53974152,83.33338165,81.21878815,59.40704346,85.44016266,78.99917603,94.71604919,85.23765564,86.93358050828029,7
18,24.58758,71.57031,140.0259857,143.6766205,105.671814,105.9449081,175.587204,114.8936386,119.6863556,167.4338837,138.39277258151915,7
19,24.58758,71.64994,51.76260757,91.46440125,90.00948334,58.49711609,83.19333649,64.63090515,60.41845703,89.41933441,82.42895513631494,7
20,24.58758,71.72956,61.17729568,133.0115051,81.56877899,79.95115662,116.4289169,78.07914734,82.89323425,127.0603485,114.2019418254059,7
21,24.58758,71.80919,84.54468536,124.8478928,101.5861816,89.92281342,140.8546295,96.98707581,90.87753296,126.2838364,119.62661224306046,7
25,24.58758,72.12769,45.69966888,68.10134888,68.45948792,46.83990097,58.86828613,57.55020905,77.210495,86.27101898,78.95478281908025,7
27,24.58758,72.28694,19.92323303,43.96218491,30.96070862,28.95754051,42.31676865,34.80891418,27.09572029,41.31939697,36.91076059628632,7
33,24.50698,71.57031,117.2946014,127.3538666,130.9736633,104.6450043,144.2930603,108.879837,132.3540192,163.1720581,151.52640911506904,7
38,24.50698,71.96844,77.37073517,107.5505753,83.13499451,83.85520935,105.5417175,76.52786255,102.0719376,112.5465164,103.23416553057108,7
39,24.50698,72.04807,54.08869171,91.42770386,61.92598343,56.50045776,72.70835114,61.64720535,68.13217163,78.11170197,74.88738087827406,7
41,24.50698,72.20732,53.13540268,91.97341156,91.34283447,64.26483154,76.46427155,66.40801239,98.95579529,92.12915039,88.89480890383236,7
44,24.50698,72.44619,1.716194034,2.047751188,1.921450496,1.577547193,2.04826355,1.503944874,1.929136515,4.792346954,3.654200817852552,7
49,24.42638,71.49069,67.84522247,120.0843353,113.4001923,87.97529602,103.7483292,82.30545807,121.5448074,127.0145798,118.75701870053474,7
50,24.42638,71.57031,92.29341125,144.7829895,103.2253647,83.80776215,119.4124603,83.73886108,106.9424896,129.7623901,121.67443259491846,7
53,24.42638,71.80919,99.09132385,142.2197571,171.1517944,116.4433823,177.9291992,138.4720612,134.6973419,169.7783661,160.50330514181564,7
56,24.42638,72.04807,134.364975,151.4025726,153.2795258,117.8823395,169.5634308,126.5506363,171.2545319,158.2336884,157.43873914121667,7
57,24.42638,72.12769,73.74102783,127.8181458,132.7875366,79.09367371,98.46846008,84.92284393,134.3496246,125.4573593,120.14883402206311,7
59,24.42638,72.28694,60.56772232,71.13933563,70.91751862,49.94307327,80.30313873,62.77414322,89.86942291,86.81983948,81.34731037200626,7
60,24.42638,72.36657,57.37684631,80.09165955,66.688797,49.99824905,85.70508575,61.82358551,68.56171417,82.80084991,78.94249846353046,7
62,24.42638,72.52582,4.738157749,13.58475876,5.365433693,4.897316933,5.494883537,4.158436298,9.653676033,11.84801197,9.88855107229757,7
65,24.42638,73.00357,2.702456951,2.51724267,2.162627697,2.643449783,2.354780912,5.998182774,5.554096222,7.666985989,5.215270883809653,7
66,24.42638,73.08319,6.119395733,5.490049839,4.758146286,5.326426506,5.659874439,7.116559029,6.31090641,8.807272911,7.283398793340133,7
