Index,Latitude,Longitude,2010,2011,2012,2013,2014,2015,2016,2017,2018,Vals
200,23.94278,70.53519,20.94704056,21.9497261,22.93322945,25.97621346,24.30145264,7.417231083,24.52610588,22.70275307,23.19421702960907,2
201,23.94278,70.61481,17.6890316,19.36776924,25.75029945,23.36600685,21.60001755,10.93160057,19.66996193,19.43131065,19.79659623759939,2
239,23.86218,70.45556,17.18703651,16.52235985,17.26724052,20.41189575,18.47209358,3.003688812,18.9103756,16.79651642,17.501950852539707,2
273,23.86218,73.24244,30.69143486,31.48548698,51.59433746,48.1493187,54.89466858,41.85625076,38.34711456,46.10643387,43.11274867448121,2
276,23.78158,70.13706,0.00055178,0.000433251,0.001558508,0.00053151,0.000187433,0.000565568,0.000501719,0.000648478,0.0006109278460062,2
304,23.78158,72.52582,181.4677429,183.2273254,219.848999,174.7858276,188.6687775,146.8571625,199.680603,193.8875885,191.40655622395784,2
316,23.78158,73.48132,0.576595724,0.557037771,4.192133904,4.192133904,4.192133904,0.557037771,0.338202983,0.576595724,1.909457978072007,2
320,23.70098,69.18156,11.87491131,13.85743523,29.27493286,14.65126991,16.27406883,13.01856804,11.88629913,11.81569004,15.37641707117796,2
322,23.70098,70.53519,19.70737267,24.93835068,44.15403748,26.19421959,24.16470909,8.019633293,19.49997902,20.24890327,23.4977519235472,2
354,23.70098,73.16282,33.64307022,39.5851593,54.43240356,55.16909027,55.75281143,47.18816376,37.84270859,43.25247955,45.94833238629792,2
357,23.70098,73.40169,38.16861725,35.65584183,48.3213768,48.3213768,48.3213768,35.65584183,29.85267258,38.16861725,40.45776729367835,2
358,23.70098,73.48132,24.99308777,22.02259254,38.58195496,38.58195496,38.58195496,22.02259254,20.10609055,24.99308777,28.91760097841732,2
364,23.62038,69.10194,8.466562271,6.707180977,10.93769646,10.21345043,7.663714886,9.92103672,8.95227623,8.322644234,10.25734484604533,2
365,23.62038,69.18156,11.42655468,6.175029278,15.92758751,13.5057354,7.107403278,12.80885792,11.71405315,11.01101398,12.556201078922074,2
367,23.62038,70.37594,26.4623127,39.6082077,49.24515533,49.66526794,45.72294235,37.20414734,37.52068329,35.05107498,40.06435690813144,2
368,23.62038,70.45556,83.24839783,98.30596924,130.2654114,140.1555328,89.43756104,121.1267624,126.1818085,98.14352417,116.9616272272022,2
369,23.62038,70.53519,52.58541107,65.46936035,86.70638275,85.29191589,56.57838821,66.37921143,73.64498901,53.92837143,73.15474281909118,2
375,23.62038,71.41106,22.30468369,23.12197495,30.00806618,27.33034706,31.41736412,29.35700989,31.60140419,14.26016998,30.39497158853561,2
399,23.62038,73.32207,131.3272705,137.0000916,159.3408813,159.3408813,159.3408813,137.0000916,127.7168274,131.3272705,142.98266574686556,2
400,23.62038,73.40169,97.37062073,88.14428711,96.9905014,96.9905014,96.9905014,88.14428711,89.58972931,97.37062073,94.1487102758824,2
402,23.62038,73.56094,28.31735229,37.51216888,47.1792717,47.1792717,47.1792717,37.51216888,29.42885017,28.31735229,37.92209388686176,2
403,23.62038,73.64057,3.466183186,3.361813307,18.65965652,18.65965652,18.65965652,3.361813307,2.491901398,3.466183186,9.11688297013105,2
408,23.53978,69.34081,1.613166213,1.623745561,2.420917273,2.53970027,2.493098021,2.575217724,2.470237017,2.085751057,2.553413347194362,2
409,23.53978,69.42044,2.428759336,2.147568464,4.300332069,3.513085842,3.998729229,3.743733168,3.543854713,3.533986568,3.999651035103109,2
418,23.53978,70.45556,56.71092987,60.88786697,90.5007019,111.7285309,69.61719513,99.63751984,99.23764038,69.79340363,87.52977080799293,2
424,23.53978,70.93331,0.982756078,3.403985262,5.832188606,4.006668091,6.207186699,4.515231609,4.223034859,4.512001038,4.3578358043619465,2
450,23.53978,73.32207,135.3798523,130.4674835,152.1503448,152.1503448,152.1503448,130.4674835,117.0694962,135.3798523,138.4105262442521,2
451,23.53978,73.40169,104.9070892,120.3595276,140.0127258,140.0127258,140.0127258,120.3595276,99.4570694,104.9070892,121.4425065081721,2
453,23.53978,73.56094,90.84858704,100.7688599,128.6228638,128.6228638,128.6228638,100.7688599,79.24954987,90.84858704,106.34880662744536,2
454,23.53978,73.64057,66.85424042,78.59760284,89.96553802,89.96553802,89.96553802,78.59760284,66.44570923,66.85424042,78.54089546623567,2
462,23.45918,69.42044,1.426140785,0.987442613,8.751471519,3.2031672,2.80606389,2.968726158,2.792948246,3.240475416,3.313741442325417,2
466,23.45918,69.73894,57.64947128,50.53216553,97.37493134,85.31482697,43.14147568,49.15468979,76.90523529,57.94524384,72.38662305074192,2
468,23.45918,69.89819,28.56489754,25.18102264,40.05725861,31.17698097,53.08815384,21.9084549,33.11808014,31.59505272,33.266842029342584,2
