Index,Latitude,Longitude,2010,2011,2012,2013,2014,2015,2016,2017,2018,Vals
17,24.58758,71.49069,139.3889465,161.7566071,149.984787,132.1486206,205.1426392,130.5792084,128.6074066,153.9760895,153.7426704376785,4
36,24.50698,71.80919,136.3761597,153.3920288,148.2762909,142.3541718,203.7337341,169.9274139,166.2753143,155.4946289,159.15775741899904,4
55,24.42638,71.96844,134.515976,147.6309814,111.7145538,112.1261444,166.823822,127.7519913,122.0452118,118.2251968,124.66322145229434,4
109,24.26518,72.68507,24.74891472,14.15715313,9.91640377,11.20400333,23.69096184,17.88263893,4.428684711,4.934292316,12.665728592291112,4
133,24.18458,72.52582,155.2005005,111.8021393,143.2215576,103.5709381,172.3664703,112.5429382,137.3099365,126.1059418,132.03822894603678,4
153,24.10398,72.12769,137.2093353,148.6614227,126.4198761,118.9100876,197.6619873,135.8282318,148.483902,155.6689911,146.18429370042753,4
158,24.10398,72.52582,176.3327942,138.8476105,143.6248016,134.3530884,217.7938385,150.0684662,154.5346527,158.7888031,159.3649165455888,4
168,24.02338,71.25181,0.492370903,0.158731967,0.192837179,0.248353437,0.532613754,0.457545578,0.227265343,0.29273501,0.3620273238275109,4
169,24.02338,71.33144,17.64712143,10.63351345,13.5330286,13.94803047,24.39400864,22.03995705,10.34274769,14.67100716,15.696638185986703,4
179,24.02338,72.12769,166.755249,150.7717743,143.1118011,143.4872131,199.3234558,175.9895935,151.2842712,158.5068817,161.37630965070028,4
181,24.02338,72.28694,188.7124481,197.035553,175.4804535,186.8496552,246.8750305,185.7215424,189.4533081,122.1563416,172.39977976170982,4
208,23.94278,71.33144,56.17055893,73.61203003,64.96041107,56.79146576,98.01053619,89.08625793,62.6873703,61.5025177,65.84535476629236,4
218,23.94278,72.12769,188.7158966,183.9277039,179.5925598,208.5943756,243.2590485,178.3708344,200.9892578,119.0145569,174.2030258643918,4
220,23.94278,72.28694,181.0593414,180.2878876,172.6421509,200.1840363,228.5467682,180.3750153,216.9797668,126.4392242,215.2215172546803,4
221,23.94278,72.36657,148.6729584,158.0491333,162.4886322,189.2000427,193.2610168,173.1329498,165.5124817,153.4342041,153.28178117262885,4
251,23.86218,71.49069,70.15128326,102.2947922,81.74542236,96.73335266,110.840332,97.87644958,98.81334686,88.65774536,90.73453140198862,4
257,23.86218,71.96844,211.9728546,207.7359619,237.9701996,243.5586853,284.9190674,241.5025177,251.2525177,147.6826172,184.3805865600047,4
260,23.86218,72.20732,174.961853,245.3894806,197.9850159,235.3217163,254.5376587,206.9225769,249.0030823,164.5336761,242.97903313258703,4
290,23.78158,71.41106,10.18725872,12.8615942,13.99059963,14.66933727,19.61485481,9.342944145,14.712677,7.149709225,9.62629915495646,4
337,23.70098,71.80919,263.828949,233.4038849,286.4567566,275.0836487,354.3711548,305.4767456,271.98526,241.8605499,260.83554082919176,4
340,23.70098,72.04807,226.3191071,246.3032379,251.6786652,273.8294373,290.2072754,253.1742249,284.2627869,142.7276306,286.8648692945708,4
380,23.62038,71.80919,270.6014709,282.3711243,287.7140808,295.00177,361.3063354,312.3598938,287.5684204,304.7947083,303.46554453621945,4
430,23.53978,71.72956,126.5746384,131.1909943,144.1059418,135.6585541,187.5807343,150.7759247,138.4112549,155.1128845,152.0102556992329,4
495,23.45918,72.52582,289.3569946,290.1994324,273.7146912,265.6497498,331.3998413,257.1244812,271.2094727,252.2157135,265.3254404833462,4
555,23.37858,72.52582,278.8462219,215.6669617,227.4346313,281.4406738,309.8753662,252.0557556,295.052063,251.059906,283.19616626657546,4
584,23.29797,69.50006,0.319062352,0.184739158,0.195869625,0.317308277,0.445530415,0.045065776,0.299205393,0.267019808,0.2786281317465824,4
585,23.29797,69.57969,5.623473167,4.285134792,1.281462193,2.912772179,5.870256424,0.52158761,2.286582947,2.051666021,2.8521369099617004,4
596,23.29797,70.45556,191.3379822,185.4615784,171.6298981,206.212204,223.3738403,137.7063293,184.1754913,177.4825592,184.96079456096032,4
600,23.29797,70.77406,71.5995636,90.49836731,71.67964935,57.54100037,123.5035019,33.34026337,53.59078598,72.47714996,71.29754356165401,4
617,23.29797,72.68507,163.95755,103.8094711,117.4233398,156.1474915,209.8759003,159.0973206,161.0922852,167.2266693,169.22111915960545,4
646,23.21737,69.50006,9.70104599,5.744846821,5.9758358,9.17869854,12.79790497,1.449073315,8.624832153,7.774961472,7.734110960740307,4
647,23.21737,69.57969,77.24226379,58.1603241,43.56464386,74.34352875,88.1741333,18.77895546,68.6463623,61.65220261,62.71121161112048,4
649,23.21737,69.73894,29.41683197,12.31879616,13.31278133,33.83474731,38.68028259,4.253376484,32.70330811,28.58329773,23.985464966820896,4
683,23.21737,72.68507,77.70368195,78.26024628,78.41817474,83.65120697,105.1210403,111.1062698,96.41178131,76.08190155,83.91898085999645,4
749,23.13677,72.44619,126.4751511,135.6487732,133.645462,135.695694,156.3263092,133.6864777,152.0164337,96.103302,150.31103800979474,4
752,23.13677,72.68507,116.6469345,79.52035522,74.53343964,99.00816345,127.1535797,112.4234314,78.31840515,94.22244263,97.3585189958898,4
821,23.05617,72.92394,129.4531708,83.05686188,73.53805542,114.3898544,139.8154755,127.8135071,114.7141037,109.9905014,120.65561252687036,4
852,22.97557,69.81856,1.325015545,0.372476816,1.080255985,1.197159171,4.732667923,1.129929543,0.664821446,0.655321896,1.4549825533134182,4
853,22.97557,69.89819,1.51838088,0.89361614,1.372960448,1.87470603,4.542631149,2.231723547,0.662812114,0.766800284,1.2431913567102433,4
890,22.97557,73.24244,149.0618286,205.8476257,171.2775421,196.8675079,236.4375153,172.074234,223.1328278,167.7384338,214.7907725083075,4
974,22.81437,69.50006,33.95339203,34.09059143,29.99550438,26.91424561,48.92905426,24.20239067,23.40157509,39.18483734,36.62156204764558,4
