Index,Latitude,Longitude,2010,2011,2012,2013,2014,2015,2016,2017,2018,Vals
14,24.58758,71.25181,0.378063947,1.557207942,0.267737508,0.703203917,0.31915012,0.268467546,0.407948494,0.952278614,0.6362265477299128,3
28,24.58758,72.36657,6.596181393,9.022956848,3.97533679,4.651710987,5.451403141,4.558710575,3.248904228,4.003596783,6.230643041551986,3
37,24.50698,71.88882,141.9011383,184.5349426,135.4009399,137.3055115,186.3474884,123.8763123,131.4788666,174.4985199,165.6690412900878,3
43,24.50698,72.36657,30.84760094,52.83142471,24.82987785,25.38798332,30.5744915,22.68786812,18.38335991,30.97206688,28.965491170425523,3
45,24.50698,72.60544,0.40073213,0.065354608,0.041595265,0.592068553,0.059261009,0.102406286,0.109720692,0.709676743,0.1636086756918966,3
63,24.42638,72.60544,30.51318932,24.93689728,16.44616127,22.35824394,32.88882446,13.4871397,17.03986931,27.44405746,23.43257780772884,3
64,24.42638,72.68507,13.23116207,12.37281322,8.35128212,13.30931377,11.64479828,6.786065578,7.286772728,10.78946877,12.079636277022455,3
114,24.26518,73.08319,16.32641792,27.1162529,13.23817062,12.4494915,15.7912302,17.77651024,14.68091011,19.56223297,18.446194508641423,3
162,24.10398,72.84432,5.111777782,16.58093834,8.057104111,7.309072018,6.259638786,7.801816463,6.533536434,12.96606541,10.633135571239787,3
203,23.94278,70.77406,0.011721482,0.012694484,0.010915131,0.013507845,0.011470051,0.013459636,0.012359673,0.018269841,0.0113659845587656,3
204,23.94278,70.85369,0.016251691,0.017600747,0.015133696,0.018728463,0.015903084,0.01866162,0.017136535,0.02533091,0.0158219318391621,3
207,23.94278,71.25181,1.55587852,4.331894875,0.559488118,0.77076298,0.930750191,1.145197034,1.227373004,1.758925557,1.52629245225805,3
275,23.86218,73.40169,9.228363991,9.073040009,8.097032547,8.186309814,8.141933441,8.632602692,8.121600151,9.273702621,8.812978243234454,3
286,23.78158,71.09256,8.828577042,12.28658485,6.934856415,15.9419241,10.52268219,11.60090828,11.67261791,17.49132538,12.084663340216958,3
328,23.70098,71.09256,0.51743269,0.493104339,0.451083779,1.745112538,0.515822709,0.525681436,0.528698087,2.04457736,0.5275139398052318,3
329,23.70098,71.17219,0.331065983,0.31550014,0.288614362,1.116565466,0.330035895,0.336343735,0.338273913,1.308170319,0.3355335141415053,3
398,23.62038,73.24244,79.16362,78.22467804,70.64988708,69.2800293,72.69419861,82.18496704,65.41222382,82.62365723,76.40582580550802,3
484,23.45918,71.64994,312.2455139,334.3095703,131.818634,268.5340576,304.769928,307.3411865,229.9771881,352.3926392,296.99406879704173,3
485,23.45918,71.72956,233.4645386,264.8623657,139.05159,217.0254364,289.4909363,270.4874573,225.9707336,268.7296143,242.3733489804152,3
487,23.45918,71.88882,343.4774475,364.4580078,160.6631927,268.1372986,348.6192017,376.3467102,291.6817017,398.363739,344.5995360583794,3
488,23.45918,71.96844,239.1828461,270.8702698,122.7757416,228.0382385,243.8487244,271.4693909,213.3840179,268.494812,244.77578753959844,3
536,23.37858,70.45556,90.22322083,79.21045685,64.03822327,87.65493011,90.79816437,81.05030823,77.43725586,86.33453369,82.56656967721335,3
544,23.37858,71.64994,221.5453644,282.440033,105.9611816,180.6261902,248.9682159,269.1396484,186.9603271,275.5908203,235.2194032436464,3
